strat_0,strat_1,strat_2,strat_3,strat_4,strat_5,strat_6,strat_7,strat_8,strat_9,strat_10,strat_11,strat_12,strat_13,strat_14,strat_15,strat_16,strat_17,strat_18,strat_19,strat_20,strat_21,strat_22,strat_23,strat_24,strat_25,strat_26,strat_27,strat_28,strat_29,strat_30,strat_31,strat_32,strat_33,strat_34,strat_35,strat_36,strat_37,strat_38,strat_39,strat_40,strat_41,strat_42
,,,,,,,,,,,0.0518197456055048,,,,,-1.216099978841189,,,,,,,,,,,,-1.1911663108674349,,,,,,,,,,,,,,
-1.045104358490473,,,,,10.139779655078218,1.4817732800869874,,1.2987743053067833,,,0.9292418346121744,,,,-3.467194550382759,1.3447208895902074,-0.1755137605105132,,,,-0.8273351229032672,,,,-0.9616591506237868,0.0432359049426786,,1.1088736538888535,,0.0948276749231135,,,-0.4248504479762272,0.0690122466103508,-0.7995734105830756,,,-1.3041317568327098,,,,0.0241926088192011
-0.2292670608216861,,,,,10.109780434763213,0.7319164000867556,,1.7487479251739098,,,-0.6097104804917091,,,,-1.7090051718277723,0.6815869159720638,-0.2350816797877112,-1.2712627090050126,,,-0.121569994219128,,0.2727990868826451,,0.2962583191020451,2.11671792462339,0.8555716595399693,-0.3812890999556322,-0.3853487211272033,1.1118835017748443,,,-0.2216922854443471,0.7096442265479542,-0.4633449569643104,,,1.8043506550869737,,,,-0.568383258109584
-0.3324753428831724,,-0.0560522598934016,,,9.961956103627136,-0.5574183403789421,-0.2469403836855432,0.0437887061296438,,,-2.320588340424861,,,,0.5064702477503226,-0.4039062234138874,0.249473749621653,-0.1514170757155795,-0.2536243663730488,,-1.0027909139393305,-0.1386126045076687,-2.054721414989835,,-0.9020213242731278,-0.7622253147641775,-0.5064832240413997,-0.0219941591268744,-2.8793500988233056,-0.4005881398610347,,,1.3833808187987129,-0.253580725004589,1.5123847881143484,,,-1.5661351933122118,,,,0.8615405434068826
-0.8274464877009828,,-0.3490306779625095,,,9.964834269379011,-1.1777768134329731,-0.7951780656007463,-1.1051119816587394,,,-1.9981843758550757,,,,0.3705370886962255,-0.8132839082367942,0.1435592074141918,0.3918803727705687,-0.8881269139317848,,0.2336821093248658,-0.8191305877567115,-2.253447512943409,,0.4074502721994413,-1.102611287279231,-1.0189385715647925,-1.674998499538647,-1.0836737369733718,-0.2719868689279187,,,0.5507116500465775,-0.1456750827390334,0.716064862711773,,,0.3099880618307582,,-0.9782913923288338,,0.4713961939909691
0.1548533751938642,,-0.4514806040272205,,,9.900312163300308,1.9928068880356469,-0.7326707179850158,0.5919561423448936,-0.4374563894455625,0.749186743907725,-0.2411588168881712,,,1.1222835241660156,-0.6651197538775512,0.6175109239566045,0.8841118787190021,0.0404728609661894,-0.8288545019466413,-0.1895892115714695,0.0157135251214872,0.220415344865507,1.1458481809164751,,0.1489318049662589,1.16444866200629,0.7727865167582143,-0.4829096235297765,-0.2428330473507645,0.7482726410386633,,,-0.233287887589114,0.4876346570410551,0.3865785500755474,,,0.4292847799599401,,0.8367693146876438,,0.8258697798365006
-0.1973275163847196,,-0.0227858715409752,,,9.904031986962828,-0.7004419039188047,-0.1567404895147148,-0.6629562670087735,0.074376278352742,-0.7030411526307445,-1.6128139006614763,,,0.6119851962320498,0.5399923009411598,0.0822471174442226,0.8183638439328956,0.4463212771872256,0.0850564227430729,0.5998079732101849,0.9380285125779176,-0.721552148609526,-1.959523786988664,,0.8471431543094952,1.6529141632098008,0.1029301795151762,-0.5240036947449283,0.0898805467103032,0.95266950244016,,,-0.1981440212563765,0.6146416595432345,0.0428197131313551,,,1.177928843485072,,-0.1162165516481396,,1.3473537467512946
-1.1787720556828196,,0.4200698509282698,,,9.624682056799164,-1.048552864248926,-0.7726648348121457,-2.6211402077433164,0.3906704206506481,2.496451494900087,0.1815297422217552,,,0.7207904590880057,0.656480795435848,-0.5117633778894847,1.1252159012677765,1.8705285784535848,-1.411773880013777,1.990066103113423,-0.0612219137638844,-2.498249894650969,0.1845414406472927,,-0.2942159035540289,-2.2247076403615917,-0.6403249427009456,-0.5631984743973021,-0.2737654052034545,-1.4020385087719172,,,1.7175932070460362,-0.9263204406582066,2.3535933661156427,,,-0.2738369872916587,,0.3571823622010822,,0.8293157630478778
0.0247739361346295,,0.3446410897425283,,,9.933107664943805,0.581368679211054,-0.4526854265495527,-0.1333648442546443,-0.9220391711204649,-0.6393783270347074,-0.2305594436184925,,,0.4634059890526601,0.1335739869666282,0.1972445297946903,0.0473315906522066,0.3926401445310567,-0.7677783890720458,0.3315298190891437,0.4465311951169537,-0.2854667223051131,-0.2340668383052442,,0.3274938674213686,-0.3763558339538612,0.246266697972346,-0.7279084056120114,0.2605973794887858,-0.5833399170765302,,,-0.1703979645788816,-0.4066754531456553,0.0524301279209114,,,-0.1845008346626847,,0.34254439668762,,0.7721360666501742
-1.3351985997622458,,-0.2803814026506315,,,10.407050071126006,0.7337044092599642,0.1981954255658141,3.222646603913903,0.4475589267965976,-0.7160887428278928,-1.5163128772287082,,,-0.6693152867360201,-0.2120326017827485,-2.894084314204169,-0.1224602449558508,-2.301484887169852,0.3785992411924916,-2.20114539535843,0.3774126703626058,2.2755292384713863,-1.2155940467788575,,0.8366223001115238,1.328576475780455,-3.613436794178407,-1.5391022312916065,-1.3262422682684405,0.8819980589736954,,,-0.5932609078519689,0.5848367556277189,-0.7139188217631458,,,2.2442499022805267,,-1.480200776218032,,-0.5822064058479282
